#  step      rmse_trn    rmse_e_trn    rmse_f_trn    rmse_v_trn         lr
 572000      3.23e+00      9.13e-02      2.45e-01      2.21e-01    1.4e-04
 574000      2.93e+00      7.88e-03      2.34e-01      1.07e-01    1.4e-04
 576000      8.02e-01      2.15e-02      6.09e-02      3.92e-02    1.4e-04
 578000      2.04e+00      4.37e-02      1.03e-01      2.73e-01    1.4e-04
 580000      2.24e+00      1.76e-02      1.48e-01      1.65e-01    1.4e-04
 582000      6.76e-01      1.09e-02      5.62e-02      1.60e-02    1.4e-04
 584000      5.95e+00      5.17e-02      5.05e-01      1.29e-01    1.4e-04
 586000      6.74e-01      2.91e-03      5.24e-02      3.40e-02    1.3e-04
 588000      3.94e+00      8.00e-03      3.33e-01      1.93e-01    1.3e-04
 590000      2.43e+00      2.34e-02      1.97e-01      1.01e-01    1.3e-04
 592000      1.73e+00      7.93e-02      1.36e-01      7.06e-02    1.3e-04
 594000      8.43e+00      4.41e-02      7.30e-01      8.96e-02    1.3e-04
 596000      5.86e+00      1.88e-02      4.92e-01      1.91e-01    1.3e-04
 598000      3.27e+00      1.16e-01      2.68e-01      1.19e-01    1.3e-04
 600000      5.92e+00      5.99e-02      5.18e-01      6.38e-02    1.3e-04
 602000      1.49e+00      3.56e-02      1.22e-01      6.26e-02    1.3e-04
 604000      9.04e-01      5.31e-02      7.06e-02      3.89e-02    1.3e-04
 606000      1.18e+00      1.88e-02      8.44e-02      8.28e-02    1.3e-04
 608000      6.26e+00      4.67e-02      5.49e-01      1.89e-01    1.3e-04
 610000      4.70e+00      5.50e-02      4.03e-01      1.59e-01    1.2e-04
 612000      6.46e+00      2.67e-02      5.76e-01      1.06e-01    1.2e-04
 614000      1.95e+00      2.49e-02      1.28e-01      1.61e-01    1.2e-04
 616000      2.11e+00      2.93e-02      1.59e-01      1.42e-01    1.2e-04
 618000      5.32e+00      5.12e-02      4.71e-01      1.32e-01    1.2e-04
 620000      5.24e+00      7.95e-02      4.70e-01      1.37e-01    1.2e-04
 622000      6.38e+00      3.99e-02      5.71e-01      2.12e-01    1.2e-04
 624000      1.65e+00      1.70e-01      1.11e-01      8.08e-02    1.2e-04
 626000      7.60e+00      1.59e-02      6.90e-01      1.41e-01    1.2e-04
 628000      6.27e+00      1.03e-01      5.63e-01      2.31e-01    1.2e-04
 630000      4.33e+00      5.28e-02      3.35e-01      4.15e-01    1.2e-04
 632000      5.24e+00      7.41e-02      4.42e-01      2.65e-01    1.2e-04
 634000      5.66e+00      7.68e-02      5.22e-01      1.26e-01    1.1e-04
 636000      6.16e+00      4.83e-02      5.56e-01      2.79e-01    1.1e-04
 638000      1.46e+00      4.10e-04      1.29e-01      6.15e-02    1.1e-04
 640000      4.78e+00      5.62e-02      4.08e-01      2.48e-01    1.1e-04
 642000      4.26e+00      8.31e-02      3.98e-01      9.59e-02    1.1e-04
 644000      4.71e+00      8.92e-03      4.38e-01      1.58e-01    1.1e-04
 646000      2.31e+00      1.71e-02      2.07e-01      9.44e-02    1.1e-04
 648000      3.67e+00      7.67e-03      3.38e-01      1.20e-01    1.1e-04
 650000      1.31e+00      1.89e-02      1.19e-01      5.02e-02    1.1e-04
 652000      7.00e+00      7.21e-02      6.55e-01      1.90e-01    1.1e-04
 654000      2.19e+00      5.78e-02      2.03e-01      9.81e-02    1.1e-04
 656000      5.43e+00      3.67e-02      5.08e-01      1.72e-01    1.1e-04
 658000      4.08e+00      6.62e-02      3.82e-01      1.82e-01    1.1e-04
 660000      2.06e+00      5.82e-03      1.71e-01      1.35e-01    1.0e-04
 662000      4.29e+00      2.08e-02      3.74e-01      2.44e-01    1.0e-04
 664000      1.12e+00      5.38e-02      9.81e-02      5.19e-02    1.0e-04
 666000      9.50e+00      2.27e-01      5.66e-01      1.35e+00    1.0e-04
 668000      3.20e+00      3.47e-02      2.75e-01      1.99e-01    1.0e-04
 670000      4.76e+00      1.91e-02      4.63e-01      1.12e-01    1.0e-04
 672000      9.87e-01      8.36e-02      4.74e-02      9.45e-02    1.0e-04
 674000      4.50e+00      4.31e-02      4.32e-01      1.05e-01    1.0e-04
 676000      5.53e+00      3.90e-02      5.27e-01      2.16e-01    9.9e-05
 678000      5.01e+00      5.41e-02      4.94e-01      1.58e-01    9.8e-05
 680000      7.47e-01      4.87e-02      6.72e-02      2.73e-02    9.8e-05
 682000      5.02e+00      6.21e-02      4.73e-01      2.31e-01    9.7e-05
 684000      6.00e-01      1.67e-03      5.79e-02      2.35e-02    9.6e-05
 686000      3.92e+00      1.18e-01      3.73e-01      2.33e-01    9.6e-05
 688000      2.15e+00      4.79e-02      2.02e-01      1.04e-01    9.5e-05
 690000      3.22e+00      1.86e-02      3.14e-01      1.29e-01    9.4e-05
 692000      2.68e+00      3.45e-03      2.61e-01      1.09e-01    9.4e-05
 694000      1.53e+00      8.81e-02      1.13e-01      1.25e-01    9.3e-05
 696000      4.40e-01      2.06e-02      4.06e-02      2.17e-02    9.3e-05
 698000      1.95e+00      1.11e-02      1.51e-01      1.68e-01    9.2e-05
 700000      1.94e+00      5.67e-02      1.88e-01      1.28e-01    9.1e-05
 702000      5.08e+00      1.03e-01      5.25e-01      7.30e-02    9.1e-05
 704000      4.23e+00      1.85e-01      4.16e-01      1.38e-01    9.0e-05
 706000      4.35e+00      2.53e-02      4.50e-01      1.48e-01    8.9e-05
