#  step      rmse_trn    rmse_e_trn    rmse_f_trn    rmse_v_trn         lr
 360000      1.64e-01      8.23e-04      4.98e-03      1.30e-02    2.9e-04
 362000      2.30e-01      2.83e-03      1.08e-02      1.48e-02    2.9e-04
 364000      3.00e-01      2.13e-03      1.72e-02      7.49e-03    2.9e-04
 366000      1.98e-01      6.10e-03      7.97e-03      1.33e-02    2.9e-04
 368000      3.75e-01      2.75e-03      2.13e-02      1.03e-02    2.8e-04
 370000      3.93e-01      3.20e-03      2.23e-02      1.10e-02    2.8e-04
 372000      9.73e-01      1.50e-02      5.47e-02      2.94e-02    2.8e-04
 374000      3.24e-01      1.18e-02      1.32e-02      2.54e-02    2.8e-04
 376000      3.07e-01      7.51e-04      1.75e-02      9.00e-03    2.8e-04
 378000      2.23e-01      4.73e-03      1.18e-02      9.84e-03    2.7e-04
 380000      1.30e-01      9.15e-03      5.04e-03      4.78e-03    2.7e-04
 382000      1.74e-01      3.32e-03      6.48e-03      1.30e-02    2.7e-04
 384000      3.19e-01      1.22e-03      1.57e-02      1.79e-02    2.7e-04
 386000      2.16e-01      4.04e-03      1.07e-02      1.20e-02    2.7e-04
 388000      1.95e-01      1.84e-04      9.59e-03      1.12e-02    2.7e-04
 390000      1.38e+00      4.39e-05      8.14e-02      3.84e-02    2.6e-04
 392000      1.10e+00      7.13e-04      6.65e-02      2.26e-02    2.6e-04
 394000      1.31e-01      6.76e-03      3.87e-03      1.07e-02    2.6e-04
 396000      2.68e-01      1.07e-02      1.07e-02      1.93e-02    2.6e-04
 398000      3.07e-01      4.97e-03      1.78e-02      1.26e-02    2.6e-04
 400000      2.31e-01      2.10e-03      1.09e-02      1.49e-02    2.5e-04
 402000      1.60e-01      1.64e-03      6.65e-03      1.17e-02    2.5e-04
 404000      2.34e-01      3.82e-03      6.31e-03      2.06e-02    2.5e-04
 406000      2.22e-01      3.50e-03      1.37e-02      4.36e-03    2.5e-04
 408000      1.23e+00      1.69e-02      7.59e-02      2.75e-02    2.5e-04
 410000      4.05e-01      8.35e-03      2.31e-02      1.10e-02    2.5e-04
 412000      1.04e-01      6.92e-04      5.45e-03      5.82e-03    2.4e-04
 414000      3.20e-01      2.48e-02      1.20e-02      1.21e-02    2.4e-04
 416000      8.30e-02      1.73e-02      3.77e-03      8.01e-03    2.4e-04
 418000      3.93e-01      9.95e-03      2.37e-02      7.79e-03    2.4e-04
 420000      1.45e-01      2.05e-03      6.31e-03      1.23e-02    2.4e-04
 422000      1.68e-01      7.63e-03      5.58e-03      1.62e-02    2.4e-04
 424000      1.13e-01      5.84e-03      5.52e-03      6.85e-03    2.3e-04
 426000      2.05e-01      4.31e-03      1.04e-02      1.29e-02    2.3e-04
 428000      9.08e-02      2.30e-03      4.16e-03      4.21e-03    2.3e-04
 430000      2.10e-01      5.41e-03      1.26e-02      9.82e-03    2.3e-04
 432000      1.93e-01      4.28e-03      1.25e-02      3.54e-03    2.3e-04
 434000      1.31e+00      2.43e-04      8.48e-02      3.02e-02    2.3e-04
 436000      2.74e-01      7.06e-03      6.14e-03      1.71e-02    2.3e-04
 438000      1.78e-01      1.19e-02      8.73e-03      1.63e-02    2.2e-04
 440000      1.41e+00      4.82e-03      8.97e-02      4.41e-02    2.2e-04
 442000      3.06e-01      8.06e-03      1.94e-02      1.15e-02    2.2e-04
 444000      1.97e-01      1.24e-03      1.01e-02      8.64e-03    2.2e-04
 446000      2.09e-01      1.64e-03      1.33e-02      7.26e-03    2.2e-04
 448000      1.85e-01      7.05e-03      5.03e-03      1.11e-02    2.2e-04
 450000      1.10e-01      2.19e-03      3.51e-03      1.00e-02    2.1e-04
 452000      2.36e-01      3.35e-03      1.17e-02      1.11e-02    2.1e-04
 454000      1.32e-01      4.60e-03      8.32e-03      2.75e-03    2.1e-04
 456000      1.76e-01      1.78e-03      8.33e-03      1.33e-02    2.1e-04
 458000      9.13e-02      3.82e-04      3.78e-03      7.61e-03    2.1e-04
 460000      9.34e-01      1.28e-02      6.00e-02      3.53e-02    2.1e-04
 462000      1.03e-01      7.27e-03      4.36e-03      4.22e-03    2.1e-04
 464000      1.76e-01      3.02e-04      1.07e-02      9.13e-03    2.0e-04
 466000      9.08e-01      1.15e-02      5.82e-02      3.74e-02    2.0e-04
 468000      2.35e-01      6.40e-03      1.35e-02      8.84e-03    2.0e-04
 470000      1.48e-01      3.40e-04      6.49e-03      8.18e-03    2.0e-04
 472000      1.30e-01      7.93e-03      2.62e-03      1.25e-02    2.0e-04
 474000      2.06e-01      3.08e-03      1.10e-02      9.46e-03    2.0e-04
 476000      1.81e-01      2.88e-03      1.08e-02      6.85e-03    2.0e-04
 478000      1.94e-01      1.44e-02      5.25e-03      1.01e-02    2.0e-04
 480000      2.72e-01      3.03e-03      1.86e-02      5.80e-03    1.9e-04
 482000      1.92e-01      6.73e-03      1.21e-02      9.23e-03    1.9e-04
 484000      1.60e-01      2.45e-03      1.09e-02      6.39e-03    1.9e-04
 486000      8.88e-01      1.04e-03      6.35e-02      1.49e-02    1.9e-04
 488000      1.34e-01      1.06e-03      8.70e-03      4.29e-03    1.9e-04
 490000      1.99e-01      4.84e-04      1.37e-02      7.33e-03    1.9e-04
 492000      1.71e-01      2.52e-03      9.25e-03      1.24e-02    1.9e-04
 494000      2.52e-01      5.53e-04      1.71e-02      1.03e-02    1.8e-04
 496000      9.65e-02      1.35e-03      6.28e-03      4.85e-03    1.8e-04
 498000      2.03e-01      4.92e-04      1.44e-02      7.04e-03    1.8e-04
 500000      1.35e+00      1.50e-02      9.84e-02      2.78e-02    1.8e-04
 502000      1.09e+00      4.95e-03      7.82e-02      2.98e-02    1.8e-04
 504000      3.24e-01      7.78e-03      2.25e-02      1.40e-02    1.8e-04
 506000      9.03e-01      1.99e-02      6.63e-02      1.61e-02    1.8e-04
 508000      1.30e-01      4.68e-03      9.36e-03      3.12e-03    1.8e-04
 510000      1.12e-01      8.56e-03      4.18e-03      9.59e-03    1.7e-04
 512000      2.01e-01      2.60e-03      1.31e-02      1.12e-02    1.7e-04
 514000      1.79e-01      3.00e-03      1.28e-02      7.41e-03    1.7e-04
 516000      2.04e-01      1.06e-03      1.03e-02      1.13e-02    1.7e-04
 518000      1.51e-01      9.23e-06      9.45e-03      9.59e-03    1.7e-04
 520000      1.10e-01      9.62e-04      2.39e-03      1.17e-02    1.7e-04
 522000      1.63e-01      4.53e-04      9.04e-03      1.26e-02    1.7e-04
 524000      1.00e+00      6.98e-03      7.50e-02      2.76e-02    1.7e-04
 526000      9.41e-01      7.37e-03      7.06e-02      2.61e-02    1.7e-04
 528000      1.31e-01      6.59e-05      8.83e-03      8.57e-03    1.6e-04
 530000      2.36e-01      2.14e-02      1.11e-02      1.72e-02    1.6e-04
 532000      1.48e-01      1.53e-03      1.09e-02      6.71e-03    1.6e-04
 534000      1.74e-01      2.09e-03      1.17e-02      1.03e-02    1.6e-04
 536000      2.29e-01      4.33e-03      1.38e-02      1.08e-02    1.6e-04
 538000      1.52e-01      9.73e-04      6.11e-03      9.88e-03    1.6e-04
 540000      2.12e-01      4.22e-03      1.11e-02      1.19e-02    1.6e-04
 542000      3.49e-01      2.75e-03      2.08e-02      3.05e-02    1.6e-04
 544000      7.00e-01      5.07e-04      5.18e-02      2.95e-02    1.6e-04
 546000      1.53e-01      3.78e-03      5.15e-03      1.57e-02    1.5e-04
 548000      3.40e-01      1.15e-02      2.43e-02      1.66e-02    1.5e-04
 550000      1.84e-01      2.83e-03      1.10e-02      1.63e-02    1.5e-04
 552000      1.28e-01      4.78e-03      4.73e-03      8.23e-03    1.5e-04
 554000      1.52e-01      1.63e-03      1.04e-02      9.33e-03    1.5e-04
 556000      1.65e-01      1.83e-03      1.23e-02      8.78e-03    1.5e-04
 558000      9.27e-01      1.23e-02      7.30e-02      2.78e-02    1.5e-04
 560000      1.85e-01      5.84e-04      1.37e-02      9.49e-03    1.5e-04
 562000      8.46e-02      6.01e-04      5.36e-03      4.16e-03    1.5e-04
 564000      9.88e-02      3.57e-03      2.53e-03      1.07e-02    1.5e-04
 566000      9.31e-01      2.23e-03      6.97e-02      4.61e-02    1.4e-04
 568000      1.02e-01      4.62e-03      3.07e-03      1.07e-02    1.4e-04
 570000      2.65e-01      4.32e-04      2.10e-02      9.57e-03    1.4e-04
 572000      1.19e-01      1.44e-03      8.31e-03      7.59e-03    1.4e-04
 574000      9.25e-02      5.01e-03      6.89e-03      4.00e-03    1.4e-04
 576000      6.06e-02      4.04e-03      4.26e-03      3.05e-03    1.4e-04
 578000      1.72e-01      8.59e-05      1.22e-02      1.13e-02    1.4e-04
 580000      1.67e-01      3.99e-03      9.88e-03      1.39e-02    1.4e-04
 582000      3.26e-01      1.88e-03      1.99e-02      3.11e-02    1.4e-04
 584000      2.99e-01      2.30e-03      2.04e-02      1.42e-02    1.4e-04
 586000      1.14e-01      2.42e-05      9.52e-03      3.03e-03    1.3e-04
 588000      1.57e-01      4.12e-03      1.04e-02      6.38e-03    1.3e-04
 590000      1.08e-01      2.37e-03      4.24e-03      1.13e-02    1.3e-04
 592000      2.42e-01      5.11e-03      1.85e-02      1.32e-02    1.3e-04
 594000      1.42e-01      7.81e-04      8.83e-03      1.38e-02    1.3e-04
 596000      9.55e-01      9.75e-03      8.00e-02      3.10e-02    1.3e-04
 598000      1.16e-01      1.38e-03      7.51e-03      6.17e-03    1.3e-04
 600000      1.23e-01      3.66e-03      8.32e-03      9.24e-03    1.3e-04
 602000      1.43e-01      1.54e-03      8.96e-03      7.97e-03    1.3e-04
 604000      7.02e-01      7.47e-03      6.03e-02      1.94e-02    1.3e-04
 606000      1.91e-01      2.72e-04      1.57e-02      8.70e-03    1.3e-04
 608000      1.12e-01      5.20e-04      4.58e-03      1.21e-02    1.3e-04
