#  step      rmse_trn    rmse_e_trn    rmse_f_trn    rmse_v_trn         lr
 276000      1.11e+00      2.12e-02      5.59e-02      1.25e-02    3.9e-04
 278000      2.84e+00      1.03e-02      1.43e-01      2.93e-02    3.9e-04
 280000      2.43e+00      9.79e-03      1.20e-01      7.02e-02    3.8e-04
 282000      2.03e+00      1.95e-02      1.00e-01      6.26e-02    3.8e-04
 284000      2.62e+00      1.10e-02      1.33e-01      3.70e-02    3.8e-04
 286000      2.68e+00      1.52e-02      1.37e-01      2.66e-02    3.8e-04
 288000      1.03e+00      1.47e-02      3.02e-02      7.20e-02    3.7e-04
 290000      2.50e+00      4.65e-02      1.16e-01      9.29e-02    3.7e-04
 292000      2.58e+00      5.41e-02      1.16e-01      1.62e-01    3.7e-04
 294000      1.68e+00      7.33e-02      8.71e-02      5.01e-03    3.7e-04
 296000      2.43e+00      1.84e-02      1.07e-01      1.58e-01    3.6e-04
 298000      2.95e+00      2.84e-02      1.54e-01      2.13e-02    3.6e-04
 300000      2.92e+00      1.24e-01      1.50e-01      3.02e-02    3.6e-04
 302000      2.23e+00      6.18e-03      1.16e-01      3.69e-02    3.6e-04
 304000      2.24e+00      2.84e-02      1.16e-01      4.03e-02    3.5e-04
 306000      2.62e+00      4.02e-02      1.36e-01      4.53e-02    3.5e-04
 308000      2.94e+00      3.03e-02      1.43e-01      1.47e-01    3.5e-04
 310000      2.20e+00      1.09e-02      1.17e-01      2.25e-02    3.5e-04
 312000      2.49e+00      3.49e-02      1.25e-01      7.74e-02    3.4e-04
 314000      1.41e+00      1.16e-04      7.34e-02      3.26e-02    3.4e-04
 316000      2.99e+00      9.55e-02      1.59e-01      3.17e-02    3.4e-04
 318000      2.07e+00      7.35e-03      6.11e-02      2.16e-01    3.4e-04
 320000      3.72e+00      1.19e-02      1.95e-01      1.31e-01    3.3e-04
 322000      2.88e+00      7.88e-03      1.56e-01      3.39e-02    3.3e-04
 324000      3.04e+00      1.86e-02      1.66e-01      2.46e-02    3.3e-04
 326000      7.26e-01      3.08e-02      3.84e-02      1.33e-02    3.3e-04
 328000      2.58e+00      6.68e-02      8.10e-02      2.67e-01    3.3e-04
 330000      3.24e+00      1.96e-02      1.75e-01      1.02e-01    3.2e-04
 332000      3.10e+00      1.26e-02      1.68e-01      9.10e-02    3.2e-04
 334000      2.86e+00      5.46e-02      1.53e-01      1.02e-01    3.2e-04
 336000      1.58e+00      4.21e-02      8.46e-02      3.75e-02    3.2e-04
 338000      3.19e+00      3.92e-02      1.74e-01      6.88e-02    3.1e-04
 340000      3.00e+00      1.33e-01      1.17e-01      2.71e-01    3.1e-04
 342000      3.19e+00      1.62e-03      1.78e-01      3.43e-02    3.1e-04
 344000      1.91e+00      5.59e-03      1.08e-01      7.20e-03    3.1e-04
 346000      3.10e+00      6.71e-02      1.54e-01      1.96e-01    3.1e-04
 348000      1.94e+00      3.85e-02      1.08e-01      4.06e-02    3.0e-04
 350000      2.69e+00      1.09e-02      1.54e-01      1.89e-02    3.0e-04
 352000      1.83e+00      2.39e-02      7.95e-02      1.57e-01    3.0e-04
 354000      2.67e+00      1.20e-02      1.54e-01      2.39e-02    3.0e-04
 356000      1.56e+00      4.55e-02      8.79e-02      2.85e-02    3.0e-04
 358000      9.78e-01      6.36e-02      5.30e-02      1.70e-02    2.9e-04
 360000      5.22e+00      1.21e-01      2.75e-01      2.90e-01    2.9e-04
 362000      6.19e-01      1.73e-02      3.23e-02      3.61e-02    2.9e-04
 364000      3.01e+00      2.33e-02      1.72e-01      9.24e-02    2.9e-04
 366000      4.68e+00      9.47e-02      1.88e-01      2.23e-01    2.9e-04
 368000      2.37e+00      1.20e-02      1.04e-01      2.12e-01    2.8e-04
 370000      2.09e+00      8.38e-02      8.46e-02      2.01e-01    2.8e-04
 372000      1.19e+00      1.12e-02      5.68e-02      6.63e-02    2.8e-04
 374000      1.86e+00      3.37e-02      1.03e-01      9.21e-02    2.8e-04
 376000      1.84e+00      1.31e-02      8.90e-02      1.47e-01    2.8e-04
 378000      1.72e+00      4.05e-02      1.02e-01      1.69e-02    2.7e-04
 380000      1.49e+00      2.12e-02      6.16e-02      1.47e-01    2.7e-04
 382000      9.67e-01      2.19e-02      5.28e-02      3.85e-02    2.7e-04
 384000      2.79e+00      1.24e-02      1.21e-01      2.65e-01    2.7e-04
 386000      1.80e+00      4.67e-02      9.60e-02      1.20e-01    2.7e-04
 388000      6.26e+00      1.29e-01      3.74e-01      1.82e-01    2.7e-04
 390000      1.94e+00      1.89e-02      1.02e-01      1.42e-01    2.6e-04
 392000      8.32e-01      9.06e-03      5.00e-02      1.76e-02    2.6e-04
 394000      2.59e+00      7.47e-02      1.20e-01      1.12e-01    2.6e-04
 396000      1.26e+00      2.17e-02      6.85e-02      5.88e-02    2.6e-04
 398000      1.01e+00      1.91e-03      5.16e-02      8.25e-02    2.6e-04
 400000      1.71e+00      3.18e-02      9.55e-02      1.04e-01    2.5e-04
 402000      1.96e+00      1.44e-02      9.78e-02      1.63e-01    2.5e-04
 404000      2.59e+00      3.81e-02      1.61e-01      2.10e-02    2.5e-04
 406000      1.90e+00      6.43e-02      9.87e-02      1.48e-01    2.5e-04
 408000      1.65e+00      3.13e-02      9.13e-02      5.46e-02    2.5e-04
 410000      2.74e+00      6.40e-02      1.43e-01      1.06e-01    2.5e-04
 412000      1.58e+00      3.82e-02      8.78e-02      5.13e-02    2.4e-04
